GEISA09 Lines : Database Extract Results

Extraction in progress...

nbr records in this bin file :   3807997
 *****************                                                                                                  *****************
 * geisa   geisa *                                extraction of geisa2009  contents                                 * geisa   geisa *
 *      ext      *                                                                                                  *      ext      *
 * geisa   geisa *                spectral  interval (cm-1)  nu1= 2400.000000   nu2= 35000.000000                   * geisa   geisa *
 *****************                                                                                                  *****************
                                          extraction of the following molecules and isotopes

  1 Molecule(s) affect(s) :  o2

  3 Isotope(s)  affect(s) :   66,  67,  68

                                        (A)  wavenumber (cm-1)
                                        (B)  intensity (cm-1/molec.cm-2 at 296 k)
                                        (C)  air broadening pressure halfwidth(cm-1 atm-1 at 296 K)
                                        (D)  energy of the lower level of the transition (cm-1)
                                        (G)  identification of the isotope
                                        (I)  identification code of the molecule

      ----------------------------------------------------
      |     A      |     B     |  C   |    D     | G | I |
      ----------------------------------------------------
        7959.958033  6.7400D-29 0.0470   246.7174  68   7     391
        7960.424957  6.3300D-29 0.0341  1802.5947  66   7     392
        7960.646320  2.5310D-29 0.0335  2012.8956  66   7     393
        7962.946586  2.4270D-29 0.0335  2010.5953  66   7     394
        7962.997128  2.9330D-26 0.0470   260.5009  66   7     395
        7964.772190  5.8910D-29 0.0464   284.6807  68   7     396
        7969.544760  5.0690D-29 0.0458   325.3489  68   7     397
        7973.143411  2.1180D-26 0.0458   343.7481  66   7     398
        7974.275462  4.2960D-29 0.0450   368.7205  68   7     399
        7978.964005  3.5860D-29 0.0441   414.7937  68   7     400
        7983.111261  1.5110D-26 0.0441   438.4414  66   7     401
        7983.610088  2.9490D-29 0.0435   463.5669  68   7     402
        7988.213400  2.3900D-29 0.0429   515.0382  68   7     403
        7992.773623  1.9080D-29 0.0421   569.2054  68   7     404
        7992.898048  8.9490D-27 0.0429   544.5651  66   7     405
        7997.290433  1.5020D-29 0.0414   626.0667  68   7     406
        8002.500980  5.7780D-27 0.0414   662.1021  66   7     407
        8011.917127  3.3100D-27 0.0405   791.0332  66   7     408
        8021.143426  1.7850D-27 0.0384   931.3374  66   7     409
        8030.176694  9.0780D-28 0.0373  1082.9921  66   7     410
        8039.013629  4.3520D-28 0.0365  1245.9725  66   7     411
        8047.650810  1.9690D-28 0.0356  1420.2523  66   7     412
        8056.084697  8.4060D-29 0.0347  1605.8030  66   7     413
        8064.311633  3.3900D-29 0.0341  1802.5947  66   7     414
        9250.242678  2.4240D-29 0.0440   544.8622  66   7     415
        9264.140702  3.5050D-29 0.0454   438.7010  66   7     416
        9277.755708  4.6820D-29 0.0468   343.9694  66   7     417
        9281.208625  1.9680D-29 0.0410   793.2088  66   7     418
        9283.014208  2.1650D-29 0.0410   791.4032  66   7     419
        9290.103751  3.3110D-29 0.0425   664.2595  66   7     420
        9291.086907  5.7240D-29 0.0477   260.6825  66   7     421
        9291.927385  3.6730D-29 0.0425   662.4359  66   7     422
        9298.707216  5.2090D-29 0.0440   546.7042  66   7     423
        9300.549203  5.8370D-29 0.0440   544.8622  66   7     424
        9304.133604  6.3060D-29 0.0492   188.8531  66   7     425
        9307.019175  7.6350D-29 0.0454   440.5618  66   7     426
        9308.879923  8.6640D-29 0.0454   438.7010  66   7     427
        9315.039670  1.0380D-28 0.0468   345.8495  66   7     428
        9316.895440  6.0770D-29 0.0505   128.4921  66   7     429
        9316.919750  1.1970D-28 0.0468   343.9694  66   7     430
        9322.768627  1.3000D-28 0.0477   262.5827  66   7     431
        9324.668881  1.5300D-28 0.0477   260.6825  66   7     432
        9329.373082  4.7860D-29 0.0519    79.6070  66   7     433
        9330.205860  1.4830D-28 0.0492   190.7748  66   7     434
        9332.127605  1.7950D-28 0.0492   188.8531  66   7     435
        9337.351071  1.5090D-28 0.0505   130.4375  66   7     436
        9339.296546  1.9040D-28 0.0505   128.4921  66   7     437
        9341.570785  2.4810D-29 0.0542    42.2001  66   7     438
        9341.737437  2.4850D-29 0.0390   933.5311  66   7     439
        9344.203851  1.3160D-28 0.0519    81.5805  66   7     440
        9345.392502  4.5240D-29 0.0407   793.2088  66   7     441
        9346.177357  1.7710D-28 0.0519    79.6070  66   7     442
        9348.744315  7.7360D-29 0.0420   664.2595  66   7     443
        9350.567949  2.1420D-29 0.0420   662.4359  66   7     444
        9350.763682  8.8280D-29 0.0542    44.2117  66   7     445
        9350.901771  1.7810D-29 0.0420   662.1021  66   7     446
        9351.794132  1.2400D-28 0.0435   546.7042  66   7     447
        9352.775275  1.3370D-28 0.0542    42.2001  66   7     448
        9353.636119  3.4680D-29 0.0435   544.8622  66   7     449
        9353.933204  2.8280D-29 0.0435   544.5651  66   7     450
        9354.543093  1.8610D-28 0.0447   440.5618  66   7     451
        9356.403841  5.2670D-29 0.0447   438.7010  66   7     452
        9356.663511  4.1950D-29 0.0447   438.4414  66   7     453
        9356.992224  2.6060D-28 0.0463   345.8495  66   7     454
        9357.029933  2.7770D-29 0.0568    18.3372  66   7     455
        9358.872304  7.4870D-29 0.0463   343.9694  66   7     456
        9359.093610  5.7890D-29 0.0463   343.7481  66   7     457
        9359.114250  5.6080D-29 0.0568    16.2529  66   7     458
        9359.142434  3.3920D-28 0.0474   262.5827  66   7     459
        9360.994524  4.0780D-28 0.0487   190.7748  66   7     460
        9361.042689  9.9370D-29 0.0474   260.6825  66   7     461
        9361.224249  7.3920D-29 0.0474   260.5009  66   7     462
        9362.549178  4.4830D-28 0.0500   130.4375  66   7     463
        9362.916269  1.2270D-28 0.0487   188.8531  66   7     464
        9363.055955  8.6630D-29 0.0487   188.7134  66   7     465
        9363.806972  4.4240D-28 0.0514    81.5805  66   7     466
        9364.494653  1.4000D-28 0.0500   128.4921  66   7     467
        9364.588941  9.1870D-29 0.0500   128.3978  66   7     468
        9364.768372  3.7650D-28 0.0530    44.2117  66   7     469
        9365.433731  2.4260D-28 0.0558    18.3372  66   7     470
        9365.780478  1.4650D-28 0.0514    79.6070  66   7     471
        9365.822860  8.5820D-29 0.0514    79.5646  66   7     472
        9366.756113  6.6440D-29 0.0530    42.2240  66   7     473
        9366.779965  1.3820D-28 0.0530    42.2001  66   7     474
        9367.383299  3.4970D-29 0.0558    16.3876  66   7     475
        9367.518048  1.1200D-28 0.0558    16.2529  66   7     476
        9371.406033  2.6720D-28 0.0599     3.9611  66   7     477
        9373.282824  8.9850D-29 0.0599     2.0843  66   7     478
        9376.638221  3.1110D-28 0.0549    18.3372  66   7     479
        9378.587790  1.8840D-28 0.0549    16.3876  66   7     480
        9381.572646  3.4110D-28 0.0519    44.2117  66   7     481
        9381.686622  1.7940D-28 0.0599     2.0843  66   7     482
        9383.560388  2.4590D-28 0.0519    42.2240  66   7     483
        9386.208079  3.4250D-28 0.0508    81.5805  66   7     484
        9388.223966  2.6890D-28 0.0508    79.5646  66   7     485
        9390.543179  3.1660D-28 0.0496   130.4375  66   7     486
        9392.582942  2.6150D-28 0.0496   128.3978  66   7     487
        9392.592479  1.9480D-28 0.0549    16.3876  66   7     488
        9394.576498  2.7110D-28 0.0482   190.7748  66   7     489
        9396.637929  2.3160D-28 0.0482   188.7134  66   7     490
        9398.306477  2.1600D-28 0.0470   262.5827  66   7     491
        9400.388291  1.8900D-28 0.0470   260.5009  66   7     492
        9401.731444  1.6060D-28 0.0458   345.8495  66   7     493
        9403.163509  2.0340D-28 0.0519    42.2240  66   7     494
        9403.832830  1.4310D-28 0.0458   343.7481  66   7     495
        9404.849618  1.1180D-28 0.0441   440.5618  66   7     496
        9406.970035  1.0100D-28 0.0441   438.4414  66   7     497
        9407.659103  7.2990D-29 0.0429   546.7042  66   7     498
        9409.798174  6.6700D-29 0.0429   544.5651  66   7     499
        9410.157889  4.4750D-29 0.0414   664.2595  66   7     500
        9412.315345  4.1270D-29 0.0414   662.1021  66   7     501
        9412.343853  2.5800D-29 0.0405   793.2088  66   7     502
        9413.422073  1.9780D-28 0.0508    79.5646  66   7     503
        9414.519493  2.3970D-29 0.0405   791.0332  66   7     504
        9423.371606  1.7870D-28 0.0496   128.3978  66   7     505
        9433.011737  1.5040D-28 0.0482   188.7134  66   7     506
        9442.340845  1.1820D-28 0.0470   260.5009  66   7     507
        9451.356748  8.7010D-29 0.0458   343.7481  66   7     508
        9460.056951  6.0030D-29 0.0441   438.4414  66   7     509
        9468.438738  3.8900D-29 0.0429   544.5651  66   7     510
        9476.499222  2.3690D-29 0.0414   662.1021  66   7     511
       11483.726930  2.9820D-29 0.0389  2340.8765  66   7     512
       11485.536630  2.8440D-29 0.0389  2339.0667  66   7     513
       11492.034530  5.0730D-29 0.0401  2213.3501  66   7     514
       11493.862230  4.8140D-29 0.0401  2211.5225  66   7     515
       11500.094150  8.1040D-29 0.0414  2097.0913  66   7     516
       11501.940150  7.6420D-29 0.0414  2095.2454  66   7     517
       11507.909880  1.2130D-28 0.0428  1992.1189  66   7     518
       11509.774580  1.1350D-28 0.0428  1990.2542  66   7     519
       11515.481620  1.6980D-28 0.0443  1898.4502  66   7     520
       11517.365620  1.5740D-28 0.0443  1896.5662  66   7     521
       11522.810000  2.2140D-28 0.0460  1816.1005  66   7     522
       11524.714200  2.0260D-28 0.0460  1814.1963  66   7     523
       11529.895560  2.6770D-28 0.0478  1745.0833  66   7     524
       11531.821160  2.4080D-28 0.0478  1743.1576  66   7     525
       11536.738420  2.9780D-28 0.0498  1685.4100  66   7     526
       11538.687620  2.6140D-28 0.0498  1683.4608  66   7     527
       11543.338820  3.0100D-28 0.0518  1637.0905  66   7     528
       11545.315620  2.5430D-28 0.0518  1635.1136  66   7     529
       11549.696300  2.6990D-28 0.0540  1600.1329  66   7     530
       11551.710800  2.1330D-28 0.0540  1598.1184  66   7     531
       11555.810860  2.0350D-28 0.0563  1574.5428  66   7     532
       11557.896460  1.3880D-28 0.0563  1572.4573  66   7     533
       11561.681750  1.0890D-28 0.0588  1560.3250  66   7     534
       11570.028860  5.4390D-29 0.0563  1560.3250  66   7     535
       11571.913960  1.2610D-28 0.0563  1558.4398  66   7     536
       11575.286300  1.5210D-28 0.0540  1574.5428  66   7     537
       11577.242700  2.2010D-28 0.0540  1572.5865  66   7     538
       11580.296420  2.2370D-28 0.0518  1600.1329  66   7     539
       11582.290520  2.8460D-28 0.0518  1598.1388  66   7     540
       11585.057920  2.6150D-28 0.0498  1637.0905  66   7     541
       11587.079820  3.1300D-28 0.0498  1635.0686  66   7     542
       11589.568760  2.6560D-28 0.0478  1685.4100  66   7     543
       11591.614460  3.0690D-28 0.0478  1683.3643  66   7     544
       11593.827300  2.4270D-28 0.0460  1745.0833  66   7     545
       11595.894500  2.7410D-28 0.0460  1743.0160  66   7     546
       11597.831320  2.0300D-28 0.0443  1816.1005  66   7     547
       11599.918920  2.2550D-28 0.0443  1814.0129  66   7     548
       11601.578580  1.5680D-28 0.0428  1898.4502  66   7     549
       11603.685680  1.7210D-28 0.0428  1896.3431  66   7     550
       11605.066550  1.1270D-28 0.0414  1992.1189  66   7     551
       11607.192650  1.2250D-28 0.0414  1989.9928  66   7     552
       11608.293330  7.5560D-29 0.0401  2097.0913  66   7     553
       11610.438130  8.1540D-29 0.0401  2094.9465  66   7     554
       11611.253230  4.7430D-29 0.0389  2213.3501  66   7     555
       11613.416430  5.0880D-29 0.0389  2211.1870  66   7     556
       11613.945950  2.7940D-29 0.0379  2340.8765  66   7     557
       11616.127350  2.9820D-29 0.0379  2338.6951  66   7     558
       12847.194105  5.0060D-29 0.0332  2790.8418  66   7     559
       12848.950804  4.8300D-29 0.0332  2789.0850  66   7     560
       12858.264258  1.0210D-28 0.0354  2629.6458  66   7     561
       12860.038452  9.8200D-29 0.0354  2627.8716  66   7     562
       12868.936256  1.9630D-28 0.0376  2479.6492  66   7     563
       12870.728089  1.8800D-28 0.0376  2477.8574  66   7     564
       12879.212043  3.5510D-28 0.0398  2340.8765  66   7     565
       12881.021691  3.3870D-28 0.0398  2339.0667  66   7     566
       12889.093328  6.0410D-28 0.0417  2213.3501  66   7     567
       12890.921017  5.7330D-28 0.0417  2211.5225  66   7     568
       12898.581590  9.6490D-28 0.0434  2097.0913  66   7     569
       12899.258247  4.2580D-29 0.0233  2956.3538  66   7     570
       12900.427615  9.1000D-28 0.0434  2095.2454  66   7     571
       12900.873847  4.1680D-29 0.0233  2954.7380  66   7     572
       12907.678081  1.4440D-27 0.0447  1992.1189  66   7     573
       12909.542840  1.3520D-27 0.0447  1990.2542  66   7     574
       12913.219503  1.3870D-28 0.0239  2703.8564  66   7     575
       12914.852103  1.3560D-28 0.0239  2702.2239  66   7     576
       12916.383824  2.0220D-27 0.0458  1898.4502  66   7     577
       12918.267875  1.8740D-27 0.0458  1896.5662  66   7     578
       12924.699617  2.6360D-27 0.0468  1816.1005  66   7     579
       12926.603780  2.4130D-27 0.0468  1814.1963  66   7     580
       12926.781705  4.2710D-28 0.0246  2462.4216  66   7     581
       12928.431205  4.1700D-28 0.0246  2460.7722  66   7     582
       12932.626032  3.1870D-27 0.0478  1745.0833  66   7     583
       12934.551588  2.8670D-27 0.0478  1743.1576  66   7     584
       12939.948188  1.2430D-27 0.0255  2232.0889  66   7     585
       12940.163416  3.5460D-27 0.0491  1685.4100  66   7     586
       12941.614788  1.2120D-27 0.0255  2230.4224  66   7     587
       12942.112545  3.1120D-27 0.0491  1683.4608  66   7     588
       12947.311895  3.5830D-27 0.0507  1637.0905  66   7     589
       12949.288780  3.0280D-27 0.0507  1635.1136  66   7     590
       12952.722506  3.4210D-27 0.0266  2012.8956  66   7     591
       12954.071370  3.2130D-27 0.0530  1600.1329  66   7     592
       12954.406206  3.3300D-27 0.0266  2011.2119  66   7     593
       12956.085793  2.5400D-27 0.0530  1598.1184  66   7     594
       12960.441521  2.4230D-27 0.0563  1574.5428  66   7     595
       12962.527152  1.6530D-27 0.0563  1572.4573  66   7     596
       12965.107830  8.8920D-27 0.0279  1804.8773  66   7     597
       12966.421806  1.2970D-27 0.0615  1560.3250  66   7     598
       12966.808630  8.6380D-27 0.0279  1803.1765  66   7     599
       12970.782200  4.8280D-30 0.0279  1752.6808  67   7     600
       12972.491300  4.6950D-30 0.0279  1750.9717  67   7     601
       12974.659503  6.4780D-28 0.0563  1560.3250  66   7     602
       12975.868067  2.7700D-29 0.0279  1705.8475  68   7     603
       12976.544618  1.5030D-27 0.0563  1558.4398  66   7     604
       12976.653500  7.4580D-30 0.0286  1655.7896  67   7     605
       12977.106853  2.1810D-26 0.0294  1608.0680  66   7     606
       12977.583867  2.6950D-29 0.0279  1704.1317  68   7     607
       12978.370900  7.2480D-30 0.0286  1654.0721  67   7     608
       12978.824853  2.1150D-26 0.0294  1606.3500  66   7     609
       12979.661297  1.8120D-27 0.0530  1574.5428  66   7     610
       12981.576307  4.2560D-29 0.0286  1611.5385  68   7     611
       12981.617678  2.6220D-27 0.0530  1572.5865  66   7     612
       12982.431100  1.1370D-29 0.0294  1561.6238  67   7     613
       12983.300207  4.1360D-29 0.0286  1609.8146  68   7     614
       12984.156900  1.1040D-29 0.0294  1559.8979  67   7     615
       12984.269584  2.6650D-27 0.0507  1600.1329  66   7     616
       12986.263595  3.3910D-27 0.0507  1598.1388  66   7     617
       12987.193954  6.4500D-29 0.0294  1519.8835  68   7     618
       12988.115500  1.7090D-29 0.0303  1470.1873  67   7     619
       12988.482825  3.1160D-27 0.0491  1637.0905  66   7     620
       12988.722392  5.0520D-26 0.0312  1422.4995  66   7     621
       12988.926054  6.2600D-29 0.0294  1518.1514  68   7     622
       12989.849600  1.6570D-29 0.0303  1468.4532  67   7     623
       12990.457692  4.8860D-26 0.0312  1420.7642  66   7     624
       12990.504718  3.7300D-27 0.0491  1635.0686  66   7     625
       12992.299261  3.1650D-27 0.0478  1685.4100  66   7     626
       12992.721321  9.6400D-29 0.0303  1430.8860  68   7     627
       12993.707000  2.5320D-29 0.0312  1381.4836  67   7     628
       12994.344885  3.6580D-27 0.0478  1683.3643  66   7     629
       12994.461521  9.3470D-29 0.0303  1429.1458  68   7     630
       12995.449500  2.4520D-29 0.0312  1379.7412  67   7     631
       12995.716909  2.8930D-27 0.0468  1745.0833  66   7     632
       12997.784119  3.2670D-27 0.0468  1743.0160  66   7     633
       12998.158606  1.4210D-28 0.0312  1344.5496  68   7     634
       12998.733564  2.4200D-27 0.0458  1816.1005  66   7     635
       12999.205900  3.7020D-29 0.0322  1295.5164  67   7     636
       12999.906906  1.3760D-28 0.0312  1342.8011  68   7     637
       12999.956887  1.1030D-25 0.0332  1248.2019  66   7     638
       13000.821111  2.6890D-27 0.0458  1814.0129  66   7     639
       13000.956800  3.5800D-29 0.0322  1293.7655  67   7     640
       13001.346797  1.8710D-27 0.0447  1898.4502  66   7     641
       13001.709487  1.0630D-25 0.0332  1246.4493  66   7     642
       13003.453896  2.0530D-27 0.0447  1896.3431  66   7     643
       13003.506189  2.0650D-28 0.0322  1260.8772  68   7     644
       13003.553955  1.3440D-27 0.0434  1992.1189  66   7     645
       13004.612300  5.3360D-29 0.0332  1212.2889  67   7     646
       13005.262689  1.9980D-28 0.0322  1259.1207  68   7     647
       13005.352162  9.0160D-28 0.0417  2097.0913  66   7     648
       13005.680082  1.4620D-27 0.0434  1989.9928  66   7     649
       13006.371600  5.1540D-29 0.0332  1210.5295  67   7     650
       13006.738312  5.6620D-28 0.0398  2213.3501  66   7     651
       13007.496952  9.7310D-28 0.0417  2094.9465  66   7     652
       13007.709074  3.3360D-28 0.0376  2340.8765  66   7     653
       13008.092279  4.7210D-29 0.0312  2790.8418  66   7     654
       13008.260888  1.8470D-28 0.0354  2479.6492  66   7     655
       13008.389964  9.6210D-29 0.0332  2629.6458  66   7     656
       13008.764134  2.9610D-28 0.0332  1179.8726  68   7     657
       13008.901504  6.0740D-28 0.0398  2211.1870  66   7     658
       13009.890476  3.5610D-28 0.0376  2338.6951  66   7     659
       13009.926700  7.5840D-29 0.0343  1131.8044  67   7     660
       13010.327585  4.9840D-29 0.0312  2788.6064  66   7     661
       13010.460357  1.9630D-28 0.0354  2477.4497  66   7     662
       13010.528834  2.8600D-28 0.0332  1178.1078  68   7     663
       13010.607392  1.0190D-28 0.0332  2627.4285  66   7     664
       13010.812307  2.2700D-25 0.0354  1085.2037  66   7     665
       13011.694600  7.3140D-29 0.0343  1130.0366  67   7     666
       13012.582507  2.1820D-25 0.0354  1083.4335  66   7     667
       13013.932887  4.1850D-28 0.0343  1101.5383  68   7     668
       13015.149200  1.0630D-28 0.0354  1054.0663  67   7     669
       13015.705787  4.0360D-28 0.0343  1099.7654  68   7     670
       13016.925600  1.0230D-28 0.0354  1052.2899  67   7     671
       13019.012480  5.8340D-28 0.0354  1025.8778  68   7     672
       13020.280100  1.4690D-28 0.0365   979.0773  67   7     673
       13020.793680  5.6170D-28 0.0354  1024.0966  68   7     674
       13021.290845  4.3990D-25 0.0376   933.5311  66   7     675
       13022.065000  1.4110D-28 0.0365   977.2924  67   7     676
       13023.078645  4.2120D-25 0.0376   931.7433  66   7     677
       13024.003327  8.0140D-28 0.0365   952.8937  68   7     678
       13025.319600  2.0000D-28 0.0376   906.8406  67   7     679
       13025.792727  7.7020D-28 0.0365   951.1043  68   7     680
       13027.113100  1.9180D-28 0.0376   905.0471  67   7     681
       13028.905427  1.0860D-27 0.0376   882.5890  68   7     682
       13030.267900  2.6820D-28 0.0387   837.3590  67   7     683
       13030.703127  1.0410D-27 0.0376   880.7913  68   7     684
       13031.394126  8.0180D-25 0.0398   793.2088  66   7     685
       13032.070000  2.5680D-28 0.0387   835.5569  67   7     686
       13033.199726  7.6450D-25 0.0398   791.4032  66   7     687
       13033.719063  1.4480D-27 0.0387   814.9663  68   7     688
       13035.125400  3.5480D-28 0.0398   770.6351  67   7     689
       13035.525163  1.3870D-27 0.0387   813.1602  68   7     690
       13036.936100  3.3890D-28 0.0398   768.8244  67   7     691
       13038.444500  1.9060D-27 0.0398   750.0281  68   7     692
       13039.891900  4.6220D-28 0.0408   706.6718  67   7     693
       13040.259000  1.8200D-27 0.0398   748.2136  68   7     694
       13041.123705  1.3740D-24 0.0417   664.2595  66   7     695
       13041.711500  4.4050D-28 0.0408   704.8522  67   7     696
       13042.947305  1.3020D-24 0.0417   662.4359  66   7     697
       13043.081790  2.4690D-27 0.0408   687.7770  68   7     698
       13044.568000  5.9340D-28 0.0417   645.4713  67   7     699
       13044.904690  2.3530D-27 0.0408   685.9541  68   7     700
       13046.396200  5.6380D-28 0.0417   643.6431  67   7     701
       13047.630967  3.1530D-27 0.0417   628.2155  68   7     702
       13049.153500  7.5010D-28 0.0426   587.0363  67   7     703
       13049.462467  2.9970D-27 0.0417   626.3840  68   7     704
       13050.480769  2.2080D-24 0.0434   546.7042  66   7     705
       13050.990600  7.1100D-28 0.0426   585.1992  67   7     706
       13052.092451  3.9650D-27 0.0426   571.3456  68   7     707
       13052.322769  2.0810D-24 0.0434   544.8622  66   7     708
       13053.647400  9.3380D-28 0.0434   531.3689  67   7     709
       13053.932451  3.7580D-27 0.0426   569.5056  68   7     710
       13055.494800  8.8210D-28 0.0434   529.5228  67   7     711
       13056.466144  4.9110D-27 0.0434   517.1697  68   7     712
       13058.053800  1.1450D-27 0.0441   478.4714  67   7     713
       13058.314844  4.6390D-27 0.0434   515.3210  68   7     714
       13059.466535  3.3240D-24 0.0447   440.5618  66   7     715
       13059.908900  1.0780D-27 0.0441   476.6163  67   7     716
       13060.752334  5.9880D-27 0.0441   465.6897  68   7     717
       13061.327335  3.1100D-24 0.0447   438.7010  66   7     718
       13062.367500  1.3810D-27 0.0447   428.3471  67   7     719
       13062.609634  5.6370D-27 0.0441   463.8324  68   7     720
       13064.229700  1.2950D-27 0.0447   426.4815  67   7     721
       13064.950895  7.1860D-27 0.0447   416.9078  68   7     722
       13066.592900  1.6390D-27 0.0453   380.9952  67   7     723
       13066.817095  6.7380D-27 0.0447   415.0416  68   7     724
       13068.081859  4.6760D-24 0.0458   345.8495  66   7     725
       13068.465300  1.5290D-27 0.0453   379.1205  67   7     726
       13069.062181  8.4850D-27 0.0453   370.8256  68   7     727
       13069.961959  4.3310D-24 0.0458   343.9694  66   7     728
       13070.729600  1.9130D-27 0.0458   336.4190  67   7     729
       13070.937281  7.9210D-27 0.0453   368.9505  68   7     730
       13072.613600  1.7770D-27 0.0458   334.5374  67   7     731
       13073.086036  9.8550D-27 0.0458   327.4451  68   7     732
       13074.777200  2.1960D-27 0.0463   294.6198  67   7     733
       13074.970336  9.1540D-27 0.0458   325.5608  68   7     734
       13076.327326  6.1260D-24 0.0468   262.5827  66   7     735
       13076.667000  2.0280D-27 0.0463   292.7291  67   7     736
       13077.022685  1.1250D-26 0.0463   286.7678  68   7     737
       13078.227526  5.6020D-24 0.0468   260.6825  66   7     738
       13078.730800  2.4760D-27 0.0468   255.6008  67   7     739
       13078.916285  1.0390D-26 0.0463   284.8742  68   7     740
       13080.633200  2.2720D-27 0.0468   253.6996  67   7     741
       13080.872138  1.2630D-26 0.0468   248.7953  68   7     742
       13082.597200  2.7420D-27 0.0473   219.3621  67   7     743
       13082.775238  1.1580D-26 0.0468   246.8922  68   7     744
       13084.203460  7.4350D-24 0.0478   190.7748  66   7     745
       13084.513800  2.4940D-27 0.0473   217.4506  67   7     746
       13084.634392  1.3910D-26 0.0473   213.5291  68   7     747
       13086.125160  6.6830D-24 0.0478   188.8531  66   7     748
       13086.376600  2.9770D-27 0.0478   185.9054  67   7     749
       13086.547292  1.2660D-26 0.0473   211.6162  68   7     750
       13088.308000  2.6860D-27 0.0478   183.9821  67   7     751
       13088.309626  1.5030D-26 0.0478   180.9704  68   7     752
       13090.061400  3.1700D-27 0.0484   155.2322  67   7     753
       13090.232626  1.3550D-26 0.0478   179.0474  68   7     754
       13091.710420  8.2980D-24 0.0491   130.4375  66   7     755
       13091.897705  1.5920D-26 0.0484   151.1206  68   7     756
       13091.995400  2.8290D-27 0.0484   153.2988  67   7     757
       13093.655820  7.2760D-24 0.0491   128.4921  66   7     758
       13093.656000  3.3030D-27 0.0491   127.3436  67   7     759
       13093.831305  1.4210D-26 0.0484   149.1870  68   7     760
       13095.398680  1.6500D-26 0.0491   123.9808  68   7     761
       13095.603900  2.9080D-27 0.0491   125.3983  67   7     762
       13097.168400  3.3620D-27 0.0498   102.2407  67   7     763
       13097.343480  1.4530D-26 0.0491   122.0360  68   7     764
       13098.812485  1.6720D-26 0.0498    99.5521  68   7     765
       13098.848303  8.4080D-24 0.0507    81.5805  66   7     766
       13099.129700  2.9140D-27 0.0498   100.2821  67   7     767
       13100.587400  3.3360D-27 0.0507    79.9246  67   7     768
       13100.769585  1.4490D-26 0.0498    97.5950  68   7     769
       13100.821803  7.0960D-24 0.0507    79.6070  66   7     770
       13102.139240  1.6500D-26 0.0507    77.8353  68   7     771
       13102.559000  2.8310D-27 0.0507    77.9518  67   7     772
       13103.916700  3.2140D-27 0.0517    60.3959  67   7     773
       13104.109840  1.4010D-26 0.0507    75.8647  68   7     774
       13105.378950  1.5830D-26 0.0517    58.8312  68   7     775
       13105.616940  7.5540D-24 0.0530    44.2117  66   7     776
       13105.904400  2.6560D-27 0.0517    58.4070  67   7     777
       13107.157500  2.9970D-27 0.0530    43.6557  67   7     778
       13107.364950  1.3080D-26 0.0517    56.8452  68   7     779
       13107.628540  5.9610D-24 0.0530    42.2001  66   7     780
       13108.531404  1.4690D-26 0.0530    42.5407  68   7     781
       13109.165500  2.3850D-27 0.0530    41.6465  67   7     782
       13110.306300  2.6780D-27 0.0545    29.7045  67   7     783
       13110.536304  1.1690D-26 0.0530    40.5358  68   7     784
       13111.596578  1.3060D-26 0.0545    28.9644  68   7     785
       13112.015903  5.7060D-24 0.0563    18.3372  66   7     786
       13112.341600  2.0180D-27 0.0545    27.6680  67   7     787
       13113.366000  2.2690D-27 0.0563    18.5428  67   7     788
       13113.626678  9.8400D-27 0.0545    26.9343  68   7     789
       13114.100203  3.8780D-24 0.0563    16.2529  66   7     790
       13114.574632  1.1010D-26 0.0563    18.1026  68   7     791
       13115.443400  1.5660D-27 0.0563    16.4645  67   7     792
       13116.337800  1.7780D-27 0.0586    10.1725  67   7     793
       13116.643932  7.5960D-27 0.0563    16.0333  68   7     794
       13117.465209  8.5890D-27 0.0586     9.9560  68   7     795
       13118.044700  3.0560D-24 0.0615     3.9611  66   7     796
       13118.494900  1.0420D-27 0.0586     8.0056  67   7     797
       13119.218300  1.2230D-27 0.0615     4.5887  67   7     798
       13119.617609  5.0310D-27 0.0586     7.8036  68   7     799
       13120.268440  5.8760D-27 0.0615     4.5247  68   7     800
       13126.392003  1.5270D-24 0.0563     3.9611  66   7     801
       13126.499900  7.0750D-28 0.0586     0.0066  67   7     802
       13127.318900  6.0480D-28 0.0563     4.5887  67   7     803
       13127.421209  3.4170D-27 0.0586    -0.9999  68   7     804
       13128.152532  2.9350D-27 0.0563     4.5247  68   7     805
       13128.268803  3.5540D-24 0.0563     2.0843  66   7     806
       13129.216800  1.3830D-27 0.0563     2.7082  67   7     807
       13129.839200  1.1720D-27 0.0545    10.1725  67   7     808
       13130.044532  6.7140D-27 0.0563     2.6327  68   7     809
       13130.604978  5.7150D-27 0.0545     9.9560  68   7     810
       13131.491440  4.2670D-24 0.0530    18.3372  66   7     811
       13131.766100  1.9340D-27 0.0545     8.2480  67   7     812
       13132.268500  1.6800D-27 0.0530    18.5428  67   7     813
       13132.536278  9.4260D-27 0.0545     8.0247  68   7     814
       13132.969504  8.2360D-27 0.0530    18.1026  68   7     815
       13133.441040  6.1870D-24 0.0530    16.3876  66   7     816
       13134.220800  2.4140D-27 0.0530    16.5923  67   7     817
       13134.606400  2.1140D-27 0.0517    29.7045  67   7     818
       13134.926004  1.1830D-26 0.0530    16.1461  68   7     819
       13135.245750  1.0410D-26 0.0517    28.9644  68   7     820
       13136.217103  6.2660D-24 0.0507    44.2117  66   7     821
