GEISA09 Lines : Database Extract Results

Extraction in progress...

nbr records in this bin file :   3807997
 *****************                                                                                                  *****************
 * geisa   geisa *                                extraction of geisa2009  contents                                 * geisa   geisa *
 *      ext      *                                                                                                  *      ext      *
 * geisa   geisa *                spectral  interval (cm-1)  nu1= 2400.000000   nu2= 35000.000000                   * geisa   geisa *
 *****************                                                                                                  *****************
                                          extraction of the following molecules and isotopes

  1 Molecule(s) affect(s) :  o2

  3 Isotope(s)  affect(s) :   66,  67,  68

                                        (A)  wavenumber (cm-1)
                                        (B)  intensity (cm-1/molec.cm-2 at 296 k)
                                        (C)  air broadening pressure halfwidth(cm-1 atm-1 at 296 K)
                                        (D)  energy of the lower level of the transition (cm-1)
                                        (G)  identification of the isotope
                                        (I)  identification code of the molecule

      ----------------------------------------------------
      |     A      |     B     |  C   |    D     | G | I |
      ----------------------------------------------------
       13136.582000  2.8120D-27 0.0517    27.7336  67   7     822
       13136.855600  2.4620D-27 0.0507    43.6557  67   7     823
       13137.221250  1.3850D-26 0.0517    26.9889  68   7     824
       13137.433840  1.2180D-26 0.0507    42.5407  68   7     825
       13138.204803  7.9840D-24 0.0507    42.2240  66   7     826
       13138.846300  3.1170D-27 0.0507    41.6681  67   7     827
       13139.007400  2.7150D-27 0.0498    60.3959  67   7     828
       13139.424840  1.5420D-26 0.0507    40.5497  68   7     829
       13139.533385  1.3500D-26 0.0498    58.8312  68   7     830
       13140.567420  7.3110D-24 0.0491    81.5805  66   7     831
       13141.015900  3.3200D-27 0.0498    58.3940  67   7     832
       13141.080200  2.8710D-27 0.0491    79.9246  67   7     833
       13141.537885  1.6510D-26 0.0498    56.8267  68   7     834
       13141.544180  1.4350D-26 0.0491    77.8353  68   7     835
       13142.583320  8.7620D-24 0.0491    79.5646  66   7     836
       13143.078100  2.9380D-27 0.0484   102.2407  67   7     837
       13143.078100  3.4260D-27 0.0491    77.9096  67   7     838
       13143.466205  1.4760D-26 0.0484    99.5521  68   7     839
       13143.560980  1.7120D-26 0.0491    75.8185  68   7     840
       13144.540760  7.4080D-24 0.0478   130.4375  66   7     841
       13144.935300  2.9190D-27 0.0478   127.3436  67   7     842
       13145.079200  3.4390D-27 0.0484   100.2138  67   7     843
       13145.299226  1.4740D-26 0.0478   123.9808  68   7     844
       13145.494305  1.7270D-26 0.0484    97.5240  68   7     845
       13146.580460  8.5690D-24 0.0478   128.3978  66   7     846
       13146.728600  2.8290D-27 0.0473   155.2322  67   7     847
       13146.975000  3.3640D-27 0.0478   125.3055  67   7     848
       13147.042892  1.4350D-26 0.0473   151.1206  68   7     849
       13147.338026  1.6980D-26 0.0478   121.9420  68   7     850
       13148.135226  6.7490D-24 0.0468   190.7748  66   7     851
       13148.412717  4.0090D-29 0.0228  2956.3538  66   7     852
       13148.428400  2.6760D-27 0.0468   185.9054  67   7     853
       13148.697038  1.3650D-26 0.0468   180.9704  68   7     854
       13148.780000  3.2190D-27 0.0473   153.1834  67   7     855
       13149.091892  1.6330D-26 0.0473   149.0716  68   7     856
       13150.037700  2.4790D-27 0.0463   219.3621  67   7     857
       13150.196626  7.6260D-24 0.0468   188.7134  66   7     858
       13150.261385  1.2710D-26 0.0463   213.5291  68   7     859
       13150.488800  3.0150D-27 0.0468   183.8463  67   7     860
       13150.755938  1.5370D-26 0.0468   178.9115  68   7     861
       13150.783417  4.1700D-29 0.0228  2953.9829  66   7     862
       13151.348659  5.6240D-24 0.0458   262.5827  66   7     863
       13151.550300  2.2510D-27 0.0458   255.6008  67   7     864
       13151.735836  1.1590D-26 0.0458   248.7953  68   7     865
       13151.755547  1.3060D-28 0.0233  2703.8564  66   7     866
       13152.102200  2.7690D-27 0.0463   217.2926  67   7     867
       13152.329985  1.4190D-26 0.0463   211.4605  68   7     868
       13152.968100  2.0060D-27 0.0453   294.6198  67   7     869
       13153.119981  1.0380D-26 0.0453   286.7678  68   7     870
       13153.430459  6.2520D-24 0.0458   260.5009  66   7     871
       13153.629000  2.4960D-27 0.0458   253.5220  67   7     872
       13153.813736  1.2860D-26 0.0458   246.7174  68   7     873
       13154.108747  1.3610D-28 0.0233  2701.5032  66   7     874
       13154.178835  4.3270D-24 0.0447   345.8495  66   7     875
       13154.295600  1.7530D-27 0.0447   336.4190  67   7     876
       13154.413595  9.1250D-27 0.0447   327.4451  68   7     877
       13154.654303  4.0260D-28 0.0239  2462.4216  66   7     878
       13155.057600  2.2080D-27 0.0453   292.5318  67   7     879
       13155.207081  1.1430D-26 0.0453   284.6807  68   7     880
       13155.530000  1.5060D-27 0.0441   380.9952  67   7     881
       13155.616434  7.8810D-27 0.0441   370.8256  68   7     882
       13156.280235  4.7520D-24 0.0447   343.7481  66   7     883
       13156.394400  1.9200D-27 0.0447   334.3202  67   7     884
       13156.509795  9.9960D-27 0.0447   325.3489  68   7     885
       13156.623169  3.0930D-24 0.0434   440.5618  66   7     886
       13156.670500  1.2720D-27 0.0434   428.3471  67   7     887
       13156.728044  6.6920D-27 0.0434   416.9078  68   7     888
       13156.989803  4.1990D-28 0.0239  2460.0862  66   7     889
       13157.114405  1.1730D-27 0.0246  2232.0889  66   7     890
       13157.640500  1.6420D-27 0.0441   378.8880  67   7     891
       13157.721534  8.5920D-27 0.0441   368.7205  68   7     892
       13157.722000  1.0570D-27 0.0426   478.4714  67   7     893
       13157.748351  5.5890D-27 0.0426   465.6897  68   7     894
       13158.676767  4.5930D-27 0.0417   517.1697  68   7     895
       13158.677500  8.6430D-28 0.0417   531.3689  67   7     896
       13158.679005  2.0630D-24 0.0417   546.7042  66   7     897
       13158.743569  3.3650D-24 0.0434   438.4414  66   7     898
       13158.788300  1.3810D-27 0.0434   426.2293  67   7     899
       13158.842144  7.2640D-27 0.0434   414.7937  68   7     900
       13159.141488  3.2280D-27 0.0255  2012.8956  66   7     901
       13159.432305  1.2250D-27 0.0246  2229.7710  66   7     902
       13159.513190  3.7150D-27 0.0408   571.3456  68   7     903
       13159.527400  6.9540D-28 0.0408   587.0363  67   7     904
       13159.868500  1.1430D-27 0.0426   476.3458  67   7     905
       13159.871151  6.0440D-27 0.0426   463.5669  68   7     906
       13160.257100  2.9580D-27 0.0398   628.2155  68   7     907
       13160.289200  5.5080D-28 0.0398   645.4713  67   7     908
       13160.343426  1.2880D-24 0.0398   664.2595  66   7     909
       13160.701500  4.5110D-30 0.0266  1752.6808  67   7     910
       13160.740806  8.3890D-27 0.0266  1804.8773  66   7     911
       13160.743968  2.6190D-29 0.0266  1705.8475  68   7     912
       13160.808267  4.9490D-27 0.0417   515.0382  68   7     913
       13160.818105  2.2280D-24 0.0417   544.5651  66   7     914
       13160.818200  9.3120D-28 0.0417   529.2344  67   7     915
       13160.908363  2.3200D-27 0.0387   687.7770  68   7     916
       13160.955100  4.2960D-28 0.0387   706.6718  67   7     917
       13161.321400  6.9700D-30 0.0272  1655.7896  67   7     918
       13161.337303  4.0230D-29 0.0272  1611.5385  68   7     919
       13161.441788  3.3780D-27 0.0255  2010.5953  66   7     920
       13161.466327  1.7920D-27 0.0376   750.0281  68   7     921
       13161.525100  3.3000D-28 0.0376   770.6351  67   7     922
       13161.613145  7.5330D-25 0.0376   793.2088  66   7     923
       13161.653390  3.9910D-27 0.0408   569.2054  68   7     924
       13161.670900  7.4690D-28 0.0408   584.8928  67   7     925
       13161.832067  6.0950D-29 0.0279  1519.8835  68   7     926
       13161.839200  1.0620D-29 0.0279  1561.6238  67   7     927
       13161.917130  2.0580D-26 0.0279  1608.0680  66   7     928
       13161.930727  1.3640D-27 0.0365   814.9663  68   7     929
       13161.998400  2.4970D-28 0.0365   837.3590  67   7     930
       13162.228807  9.1090D-29 0.0286  1430.8860  68   7     931
       13162.255700  1.5960D-29 0.0286  1470.1873  67   7     932
       13162.301280  1.0220D-27 0.0354   882.5890  68   7     933
       13162.374900  1.8620D-28 0.0354   906.8406  67   7     934
       13162.405900  3.1690D-27 0.0398   626.0667  68   7     935
       13162.441500  5.9000D-28 0.0398   643.3190  67   7     936
       13162.484907  4.1390D-25 0.0354   933.5311  66   7     937
       13162.500826  1.3820D-24 0.0398   662.1021  66   7     938
       13162.527954  1.3420D-28 0.0294  1344.5496  68   7     939
       13162.571200  2.3650D-29 0.0294  1381.4836  67   7     940
       13162.577487  7.5560D-28 0.0343   952.8937  68   7     941
       13162.675200  1.3690D-28 0.0343   979.0773  67   7     942
       13162.675353  4.7660D-26 0.0294  1422.4995  66   7     943
       13162.730121  1.9510D-28 0.0303  1260.8772  68   7     944
       13162.758834  5.5020D-28 0.0332  1025.8778  68   7     945
       13162.786400  3.4590D-29 0.0303  1295.5164  67   7     946
       13162.834900  9.9150D-29 0.0332  1054.0663  67   7     947
       13162.835606  2.7960D-28 0.0312  1179.8726  68   7     948
       13162.845089  3.9500D-28 0.0322  1101.5383  68   7     949
       13162.901800  4.9820D-29 0.0312  1212.2889  67   7     950
       13162.954400  7.0800D-29 0.0322  1131.8044  67   7     951
       13162.955087  2.1390D-25 0.0332  1085.2037  66   7     952
       13163.010468  2.7420D-29 0.0266  1703.5811  68   7     953
       13163.019992  1.0400D-25 0.0312  1248.2019  66   7     954
       13163.020500  4.7240D-30 0.0266  1750.4070  67   7     955
       13163.023406  8.7960D-27 0.0266  1802.5947  66   7     956
       13163.065663  2.4790D-27 0.0387   685.6197  68   7     957
       13163.116400  4.5890D-28 0.0387   704.5105  67   7     958
       13163.586600  7.3060D-30 0.0272  1653.5243  67   7     959
       13163.595503  4.2170D-29 0.0272  1609.2803  68   7     960
       13163.632227  1.9100D-27 0.0376   747.8622  68   7     961
       13163.695100  3.5170D-28 0.0376   768.4651  67   7     962
       13163.788745  8.0430D-25 0.0376   791.0332  66   7     963
       13164.081967  6.3960D-29 0.0279  1517.6335  68   7     964
       13164.095900  1.1150D-29 0.0279  1559.3671  67   7     965
       13164.105127  1.4500D-27 0.0365   812.7919  68   7     966
       13164.182000  2.6570D-28 0.0365   835.1802  67   7     967
       13164.182130  2.1630D-26 0.0279  1605.8030  66   7     968
       13164.470407  9.5700D-29 0.0286  1428.6444  68   7     969
       13164.484080  1.0860D-27 0.0354   880.4062  68   7     970
       13164.503800  1.6770D-29 0.0286  1467.9392  67   7     971
       13164.562400  1.9780D-28 0.0354   904.6531  67   7     972
       13164.678607  4.4010D-25 0.0354   931.3374  66   7     973
       13164.761154  1.4120D-28 0.0294  1342.3163  68   7     974
       13164.768687  8.0060D-28 0.0343   950.7025  68   7     975
       13164.810700  2.4890D-29 0.0294  1379.2441  67   7     976
       13164.850100  1.4510D-28 0.0343   976.8811  67   7     977
       13164.922553  5.0200D-26 0.0294  1420.2523  66   7     978
       13164.954921  2.0540D-28 0.0303  1258.6523  68   7     979
       13164.958534  5.8210D-28 0.0332  1023.6781  68   7     980
       13165.017200  3.6410D-29 0.0303  1293.2856  67   7     981
       13165.039900  1.0490D-28 0.0332  1051.8613  67   7     982
       13165.052106  2.9490D-28 0.0312  1177.6560  68   7     983
       13165.053189  4.1720D-28 0.0322  1099.3302  68   7     984
       13165.166687  2.2660D-25 0.0332  1082.9921  66   7     985
       13165.166700  5.2560D-29 0.0312  1210.0667  67   7     986
       13165.166700  7.4780D-29 0.0322  1129.5909  67   7     987
       13165.249392  1.0980D-25 0.0312  1245.9725  66   7     988
       14301.443335  2.8710D-29 0.0342  2462.4216  66   7     989
       14303.092890  2.8030D-29 0.0342  2460.7722  66   7     990
       14317.517509  8.3570D-29 0.0342  2232.0889  66   7     991
       14319.184081  8.1480D-29 0.0342  2230.4224  66   7     992
       14333.050469  2.2990D-28 0.0344  2012.8956  66   7     993
       14334.734110  2.2380D-28 0.0344  2011.2119  66   7     994
       14348.045582  5.9740D-28 0.0346  1804.8773  66   7     995
       14349.746352  5.8040D-28 0.0346  1803.1765  66   7     996
       14362.505972  1.4660D-27 0.0350  1608.0680  66   7     997
       14364.223941  1.4210D-27 0.0350  1606.3500  66   7     998
       14367.129076  2.7760D-29 0.0366  1101.5383  68   7     999
       14368.901966  2.6770D-29 0.0366  1099.7654  68   7    1000
       14373.104614  3.8680D-29 0.0370  1025.8778  68   7    1001
       14374.885749  3.7240D-29 0.0370  1024.0966  68   7    1002
       14376.434522  3.3930D-27 0.0356  1422.4995  66   7    1003
       14378.169771  3.2810D-27 0.0356  1420.7642  66   7    1004
       14378.959216  5.3140D-29 0.0374   952.8937  68   7    1005
       14380.748626  5.1070D-29 0.0374   951.1043  68   7    1006
       14384.692953  7.1950D-29 0.0379   882.5890  68   7    1007
       14386.490674  6.9030D-29 0.0379   880.7913  68   7    1008
       14389.833873  7.4080D-27 0.0362  1248.2019  66   7    1009
       14390.305890  9.6040D-29 0.0384   814.9663  68   7    1010
       14391.586500  7.1440D-27 0.0362  1246.4493  66   7    1011
       14392.111961  9.1940D-29 0.0384   813.1602  68   7    1012
       14395.798085  1.2630D-28 0.0389   750.0281  68   7    1013
       14397.612550  1.2070D-28 0.0389   748.2136  68   7    1014
       14401.169590  1.6370D-28 0.0395   687.7770  68   7    1015
       14402.706433  1.5240D-26 0.0370  1085.2037  66   7    1016
       14402.992500  1.5600D-28 0.0395   685.9541  68   7    1017
       14404.476556  1.4650D-26 0.0370  1083.4335  66   7    1018
       14406.420450  2.0900D-28 0.0401   628.2155  68   7    1019
       14408.251861  1.9870D-28 0.0401   626.3840  68   7    1020
       14411.550702  2.6290D-28 0.0407   571.3456  68   7    1021
       14413.390680  2.4910D-28 0.0407   569.5056  68   7    1022
       14415.054372  2.9530D-26 0.0379   933.5311  66   7    1023
       14416.560378  3.2550D-28 0.0414   517.1697  68   7    1024
       14416.842135  2.8280D-26 0.0379   931.7433  66   7    1025
       14418.408998  3.0750D-28 0.0414   515.3210  68   7    1026
       14421.449502  3.9690D-28 0.0421   465.6897  68   7    1027
       14423.306853  3.7360D-28 0.0421   463.8324  68   7    1028
       14426.218092  4.7630D-28 0.0428   416.9078  68   7    1029
       14426.879628  5.3830D-26 0.0389   793.2088  66   7    1030
       14428.084278  4.4660D-28 0.0428   415.0416  68   7    1031
       14428.685212  5.1330D-26 0.0389   791.4032  66   7    1032
       14430.866158  5.6240D-28 0.0436   370.8256  68   7    1033
       14432.741302  5.2500D-28 0.0436   368.9505  68   7    1034
       14435.393706  6.5320D-28 0.0443   327.4451  68   7    1035
       14437.277957  6.0670D-28 0.0443   325.5608  68   7    1036
       14438.183908  9.2210D-26 0.0401   664.2595  66   7    1037
       14439.800733  7.4580D-28 0.0452   286.7678  68   7    1038
       14440.007542  8.7470D-26 0.0401   662.4359  66   7    1039
       14441.694271  6.8880D-28 0.0452   284.8742  68   7    1040
       14444.087229  8.3670D-28 0.0460   248.7953  68   7    1041
       14445.990277  7.6760D-28 0.0460   246.8922  68   7    1042
       14448.253179  9.2170D-28 0.0469   213.5291  68   7    1043
       14448.968688  1.4820D-25 0.0414   546.7042  66   7    1044
       14450.166019  8.3910D-28 0.0469   211.6162  68   7    1045
       14450.810674  1.3970D-25 0.0414   544.8622  66   7    1046
       14452.298559  9.9610D-28 0.0478   180.9704  68   7    1047
       14453.179000  1.9200D-28 0.0443   334.5510  67   7    1048
       14454.221552  8.9870D-28 0.0478   179.0474  68   7    1049
       14456.223341  1.0550D-27 0.0488   151.1206  68   7    1050
       14457.723000  2.3100D-28 0.0452   292.7410  67   7    1051
       14458.156959  9.4180D-28 0.0488   149.1870  68   7    1052
       14459.235215  2.2310D-25 0.0428   440.5618  66   7    1053
       14460.027487  1.0940D-27 0.0498   123.9808  68   7    1054
       14461.095963  2.0870D-25 0.0428   438.7010  66   7    1055
       14461.972373  9.6370D-28 0.0498   122.0360  68   7    1056
       14462.149000  2.8500D-28 0.0460   253.7100  67   7    1057
       14463.710956  1.1080D-27 0.0508    99.5521  68   7    1058
       14464.535000  2.8600D-28 0.0469   219.3630  67   7    1059
       14465.668004  9.6040D-28 0.0508    97.5950  68   7    1060
       14466.449000  2.5200D-28 0.0469   217.4590  67   7    1061
       14467.273697  1.0940D-27 0.0518    77.8353  68   7    1062
       14468.984511  3.1390D-25 0.0443   345.8495  66   7    1063
       14469.244218  9.2890D-28 0.0518    75.8647  68   7    1064
       14470.715654  1.0490D-27 0.0529    58.8312  68   7    1065
       14470.864592  2.9070D-25 0.0443   343.9694  66   7    1066
       14472.701675  8.6700D-28 0.0529    56.8452  68   7    1067
       14474.036764  9.7310D-28 0.0540    42.5407  68   7    1068
       14474.673000  2.9000D-28 0.0488   153.3040  67   7    1069
       14476.041669  7.7450D-28 0.0540    40.5358  68   7    1070
       14476.652000  4.5000D-28 0.0498   127.3410  67   7    1071
       14477.236957  8.6590D-28 0.0552    28.9644  68   7    1072
       14478.217372  4.1110D-25 0.0460   262.5827  66   7    1073
       14478.599000  3.4600D-28 0.0498   125.4020  67   7    1074
       14479.267065  6.5230D-28 0.0552    26.9343  68   7    1075
       14480.117626  3.7600D-25 0.0460   260.6825  66   7    1076
       14480.316155  7.3000D-28 0.0563    18.1026  68   7    1077
       14480.434000  3.3800D-28 0.0508   102.2370  67   7    1078
       14482.385533  5.0350D-28 0.0563    16.0333  68   7    1079
       14483.274277  5.6940D-28 0.0575     9.9560  68   7    1080
       14484.101000  2.8800D-28 0.0518    79.9200  67   7    1081
       14485.426662  3.3350D-28 0.0575     7.8036  68   7    1082
       14486.111231  3.8960D-28 0.0588     4.5247  68   7    1083
       14486.934366  4.9900D-25 0.0478   190.7748  66   7    1084
       14487.649000  9.1600D-28 0.0529    60.3900  67   7    1085
       14488.856111  4.4850D-25 0.0478   188.8531  66   7    1086
       14489.627000  2.4300D-28 0.0529    58.4080  67   7    1087
       14491.057000  4.5300D-28 0.0540    43.6490  67   7    1088
       14493.064000  3.7500D-28 0.0540    41.6470  67   7    1089
       14493.230264  2.2650D-28 0.0575    -0.9999  68   7    1090
       14493.894085  1.9460D-28 0.0563     4.5247  68   7    1091
       14494.345000  3.3000D-28 0.0552    29.6970  67   7    1092
       14495.135840  5.5690D-25 0.0498   130.4375  66   7    1093
       14495.786129  4.4520D-28 0.0563     2.6327  68   7    1094
       14496.245333  3.7890D-28 0.0552     9.9560  68   7    1095
       14496.357000  1.1300D-27 0.0552    27.6680  67   7    1096
       14497.081315  4.8840D-25 0.0498   128.4921  66   7    1097
       14497.515000  4.4700D-28 0.0563    18.5350  67   7    1098
       14498.176668  6.2500D-28 0.0552     8.0247  68   7    1099
       14498.474861  5.4610D-28 0.0540    18.1026  68   7    1100
       14499.605000  1.1600D-27 0.0563    16.4630  67   7    1101
       14500.431429  7.8450D-28 0.0540    16.1461  68   7    1102
       14500.582539  6.9050D-28 0.0529    28.9644  68   7    1103
       14502.558028  9.1830D-28 0.0529    26.9889  68   7    1104
       14502.568230  8.0780D-28 0.0518    42.5407  68   7    1105
       14502.821917  5.6440D-25 0.0518    81.5805  66   7    1106
       14503.480000  1.0200D-27 0.0588     4.5810  67   7    1107
       14504.431789  8.9530D-28 0.0508    58.8312  68   7    1108
       14504.559261  1.0230D-27 0.0518    40.5497  68   7    1109
       14504.795422  4.7630D-25 0.0518    79.6070  66   7    1110
       14506.173065  9.5210D-28 0.0498    77.8353  68   7    1111
       14506.436344  1.0950D-27 0.0508    56.8267  68   7    1112
       14507.791902  9.7890D-28 0.0488    99.5521  68   7    1113
       14508.189841  1.1360D-27 0.0498    75.8185  68   7    1114
       14509.288134  9.7780D-28 0.0478   123.9808  68   7    1115
       14509.820010  1.1450D-27 0.0488    97.5240  68   7    1116
       14509.992498  5.0710D-25 0.0540    44.2117  66   7    1117
       14510.661590  9.5200D-28 0.0469   151.1206  68   7    1118
       14511.326941  1.1270D-27 0.0478   121.9420  68   7    1119
       14511.912094  9.0560D-28 0.0460   180.9704  68   7    1120
       14512.004091  4.0010D-25 0.0540    42.2001  66   7    1121
       14512.710630  1.0830D-27 0.0469   149.0716  68   7    1122
       14513.039459  8.4320D-28 0.0452   213.5291  68   7    1123
       14513.336000  1.9300D-28 0.0563     2.7010  67   7    1124
       14513.971012  1.0200D-27 0.0460   178.9115  68   7    1125
       14514.043495  7.6940D-28 0.0443   248.7953  68   7    1126
       14514.924004  6.8890D-28 0.0436   286.7678  68   7    1127
       14515.027230  3.6570D-29 0.0362  1025.8778  68   7    1128
       14515.107983  9.4160D-28 0.0452   211.4605  68   7    1129
       14515.680780  6.0560D-28 0.0428   327.4451  68   7    1130
       14515.773670  5.0210D-29 0.0366   952.8937  68   7    1131
       14515.790000  1.0200D-27 0.0552     8.2410  67   7    1132
       14516.121408  8.5290D-28 0.0443   246.7174  68   7    1133
       14516.313613  5.2310D-28 0.0421   370.8256  68   7    1134
       14516.361870  2.7730D-29 0.0359  1099.3302  68   7    1135
       14516.393395  6.7940D-29 0.0370   882.5890  68   7    1136
       14516.647261  3.8300D-25 0.0563    18.3372  66   7    1137
       14516.822284  4.4430D-28 0.0414   416.9078  68   7    1138
       14516.886688  9.0590D-29 0.0374   814.9663  68   7    1139
       14517.011132  7.5880D-28 0.0436   284.6807  68   7    1140
       14517.206567  3.7110D-28 0.0407   465.6897  68   7    1141
       14517.226916  3.8690D-29 0.0362  1023.6781  68   7    1142
       14517.253831  1.1900D-28 0.0379   750.0281  68   7    1143
       14517.466232  3.0500D-28 0.0401   517.1697  68   7    1144
       14517.495094  1.5410D-28 0.0384   687.7770  68   7    1145
       14517.601040  2.4670D-28 0.0395   571.3456  68   7    1146
       14517.610744  1.9650D-28 0.0389   628.2155  68   7    1147
       14517.776983  6.6340D-28 0.0428   325.3489  68   7    1148
       14517.964936  5.3200D-29 0.0366   950.7025  68   7    1149
       14518.113000  4.8600D-28 0.0540    16.5860  67   7    1150
       14518.322000  4.5000D-28 0.0529    29.6970  67   7    1151
       14518.418774  5.7030D-28 0.0421   368.7205  68   7    1152
       14518.576218  7.2120D-29 0.0370   880.4062  68   7    1153
       14518.731578  2.6030D-25 0.0563    16.2529  66   7    1154
       14518.936307  4.8220D-28 0.0414   414.7937  68   7    1155
       14519.061046  9.6360D-29 0.0374   812.7919  68   7    1156
       14519.329372  4.0120D-28 0.0407   463.5669  68   7    1157
       14519.419695  1.2690D-28 0.0379   747.8622  68   7    1158
       14519.597750  3.2860D-28 0.0401   515.0382  68   7    1159
       14519.652433  1.6460D-28 0.0384   685.6197  68   7    1160
       14519.741212  2.6500D-28 0.0395   569.2054  68   7    1161
       14519.759521  2.1050D-28 0.0389   626.0667  68   7    1162
       14520.298000  3.7700D-28 0.0529    27.7280  67   7    1163
       14520.365000  2.8700D-28 0.0518    43.6490  67   7    1164
       14522.280000  4.9200D-28 0.0508    60.3900  67   7    1165
       14522.358000  3.6700D-28 0.0518    41.6630  67   7    1166
       14522.785664  2.0520D-25 0.0588     3.9611  66   7    1167
       14524.066000  3.3500D-28 0.0498    79.9200  67   7    1168
       14524.876000  3.2600D-28 0.0508    58.3900  67   7    1169
       14525.723000  3.2700D-28 0.0488   102.2370  67   7    1170
       14526.078000  4.1700D-28 0.0498    77.9060  67   7    1171
       14526.259056  2.7160D-29 0.0344  2462.4216  66   7    1172
       14527.257000  2.3600D-28 0.0478   127.3410  67   7    1173
       14527.757000  3.6200D-28 0.0488   100.2110  67   7    1174
       14528.594581  2.8340D-29 0.0344  2460.0862  66   7    1175
       14528.664000  2.7400D-28 0.0469   155.2310  67   7    1176
       14529.297000  3.9000D-28 0.0478   125.3040  67   7    1177
       14529.944000  2.5800D-28 0.0460   185.9050  67   7    1178
       14530.714000  1.5900D-28 0.0469   153.1830  67   7    1179
       14531.023361  1.0250D-25 0.0563     3.9611  66   7    1180
       14531.776095  7.9090D-29 0.0342  2232.0889  66   7    1181
       14531.997000  3.3900D-28 0.0460   183.8470  67   7    1182
       14532.110000  2.6200D-28 0.0443   255.6030  67   7    1183
       14532.900152  2.3870D-25 0.0563     2.0843  66   7    1184
       14533.781000  3.8400D-28 0.0428   336.4240  67   7    1185
       14534.093997  8.2640D-29 0.0342  2229.7710  66   7    1186
       14534.194000  3.5100D-28 0.0443   253.5250  67   7    1187
       14534.412000  1.2000D-28 0.0421   381.0020  67   7    1188
       14534.924000  6.6200D-29 0.0414   428.3550  67   7    1189
       14535.098000  2.3900D-28 0.0436   292.5360  67   7    1190
       14535.867037  2.8650D-25 0.0540    18.3372  66   7    1191
       14536.515000  7.6100D-28 0.0421   378.8950  67   7    1192
       14536.710831  2.1760D-28 0.0342  2012.8956  66   7    1193
       14537.816606  4.1550D-25 0.0540    16.3876  66   7    1194
       14539.011097  2.2770D-28 0.0342  2010.5953  66   7    1195
       14540.190712  4.2080D-25 0.0518    44.2117  66   7    1196
       14541.068710  5.6550D-28 0.0344  1804.8773  66   7    1197
       14542.178453  5.3620D-25 0.0518    42.2240  66   7    1198
       14543.351321  5.9290D-28 0.0344  1802.5947  66   7    1199
       14543.992847  4.9100D-25 0.0498    81.5805  66   7    1200
       14544.854937  1.3870D-27 0.0346  1608.0680  66   7    1201
       14546.008735  5.8860D-25 0.0498    79.5646  66   7    1202
       14547.119865  1.4570D-27 0.0346  1605.8030  66   7    1203
       14547.271685  4.9770D-25 0.0478   130.4375  66   7    1204
       14548.074475  3.2100D-27 0.0350  1422.4995  66   7    1205
       14549.311448  5.7570D-25 0.0478   128.3978  66   7    1206
       14550.025243  4.5350D-25 0.0460   190.7748  66   7    1207
       14550.321682  3.3810D-27 0.0350  1420.2523  66   7    1208
       14550.732047  7.0030D-27 0.0356  1248.2019  66   7    1209
       14552.086674  5.1250D-25 0.0460   188.7134  66   7    1210
       14552.251318  3.7790D-25 0.0443   262.5827  66   7    1211
       14552.832140  1.4400D-26 0.0362  1085.2037  66   7    1212
       14552.961482  7.3960D-27 0.0356  1245.9725  66   7    1213
       14553.947484  2.9080D-25 0.0428   345.8495  66   7    1214
       14554.333132  4.2010D-25 0.0443   260.5009  66   7    1215
       14554.379004  2.7850D-26 0.0370   933.5311  66   7    1216
       14555.043738  1.5250D-26 0.0362  1082.9921  66   7    1217
       14555.111089  2.0800D-25 0.0414   440.5618  66   7    1218
       14555.376659  5.0680D-26 0.0379   793.2088  66   7    1219
       14555.739259  1.3870D-25 0.0401   546.7042  66   7    1220
       14555.828892  8.6600D-26 0.0389   664.2595  66   7    1221
       14556.048870  3.1940D-25 0.0428   343.7481  66   7    1222
       14556.572680  2.9620D-26 0.0370   931.3374  66   7    1223
       14557.231507  2.2620D-25 0.0414   438.4414  66   7    1224
       14557.552300  5.4120D-26 0.0379   791.0332  66   7    1225
       14557.878331  1.4980D-25 0.0401   544.5651  66   7    1226
       14557.986348  9.2940D-26 0.0389   662.1021  66   7    1227
       15719.829386  4.5460D-29 0.0350  1608.0680  66   7    1228
       15721.547354  4.4070D-29 0.0350  1606.3500  66   7    1229
       15736.079940  1.0520D-28 0.0356  1422.4995  66   7    1230
       15737.815189  1.0180D-28 0.0356  1420.7642  66   7    1231
       15751.653061  2.2970D-28 0.0362  1248.2019  66   7    1232
       15753.405688  2.2150D-28 0.0362  1246.4493  66   7    1233
       15766.551314  4.7260D-28 0.0370  1085.2037  66   7    1234
       15768.321436  4.5430D-28 0.0370  1083.4335  66   7    1235
       15780.777017  9.1550D-28 0.0379   933.5311  66   7    1236
       15782.564780  8.7680D-28 0.0379   931.7433  66   7    1237
       15789.716985  3.1000D-29 0.0478   180.9704  68   7    1238
       15794.006207  3.2840D-29 0.0488   151.1206  68   7    1239
       15794.332246  1.6690D-27 0.0389   793.2088  66   7    1240
       15795.939825  2.9310D-29 0.0488   149.1870  68   7    1241
       15796.137830  1.5910D-27 0.0389   791.4032  66   7    1242
       15798.138172  3.4050D-29 0.0498   123.9808  68   7    1243
       15800.083057  3.0000D-29 0.0498   122.0360  68   7    1244
       15802.112893  3.4490D-29 0.0508    99.5521  68   7    1245
       15804.069941  2.9900D-29 0.0508    97.5950  68   7    1246
       15805.930371  3.4050D-29 0.0518    77.8353  68   7    1247
